pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,Day Name,Day Number,Month Name,Month Number
250,106,spicy_ital_l,1,02-01-2015,18:12:13,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Friday,6,January,1
251,107,cali_ckn_l,1,02-01-2015,18:25:09,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Friday,6,January,1
252,107,ital_supr_m,1,02-01-2015,18:25:09,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Friday,6,January,1
253,107,spicy_ital_l,1,02-01-2015,18:25:09,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Friday,6,January,1
254,107,veggie_veg_l,1,02-01-2015,18:25:09,20.25,20.25,Large,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Friday,6,January,1
255,108,classic_dlx_l,1,02-01-2015,18:25:25,20.5,20.5,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Friday,6,January,1
256,108,hawaiian_l,1,02-01-2015,18:25:25,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Friday,6,January,1
257,108,spinach_supr_l,1,02-01-2015,18:25:25,20.75,20.75,Large,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Friday,6,January,1
258,109,ital_cpcllo_l,1,02-01-2015,18:27:50,20.5,20.5,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Friday,6,January,1
259,109,ital_supr_l,1,02-01-2015,18:27:50,20.75,20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Friday,6,January,1
260,109,pepperoni_m,1,02-01-2015,18:27:50,12.5,12.5,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Friday,6,January,1
261,109,prsc_argla_l,1,02-01-2015,18:27:50,20.75,20.75,Large,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Friday,6,January,1
262,110,big_meat_s,1,02-01-2015,18:36:19,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Friday,6,January,1
263,110,napolitana_l,1,02-01-2015,18:36:19,20.5,20.5,Large,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Friday,6,January,1
264,110,soppressata_l,1,02-01-2015,18:36:19,20.75,20.75,Large,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Friday,6,January,1
265,110,spicy_ital_s,1,02-01-2015,18:36:19,12.5,12.5,Regular,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Friday,6,January,1
266,111,cali_ckn_m,1,02-01-2015,18:38:01,16.75,16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Friday,6,January,1
267,111,five_cheese_l,1,02-01-2015,18:38:01,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Friday,6,January,1
268,111,pepperoni_m,1,02-01-2015,18:38:01,12.5,12.5,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Friday,6,January,1
269,111,spin_pesto_l,1,02-01-2015,18:38:01,20.75,20.75,Large,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Friday,6,January,1
270,112,pepperoni_s,1,02-01-2015,18:41:40,9.75,9.75,Regular,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Friday,6,January,1
271,113,cali_ckn_l,1,02-01-2015,18:50:21,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Friday,6,January,1
272,113,mexicana_l,1,02-01-2015,18:50:21,20.25,20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Friday,6,January,1
273,113,southw_ckn_m,1,02-01-2015,18:50:21,16.75,16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Friday,6,January,1
274,114,pepperoni_l,1,02-01-2015,18:59:32,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Friday,6,January,1
275,114,sicilian_s,1,02-01-2015,18:59:32,12.25,12.25,Regular,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Friday,6,January,1
276,115,big_meat_s,1,02-01-2015,19:05:17,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Friday,6,January,1
277,115,napolitana_l,1,02-01-2015,19:05:17,20.5,20.5,Large,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Friday,6,January,1
278,115,thai_ckn_m,1,02-01-2015,19:05:17,16.75,16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,6,January,1
279,116,five_cheese_l,1,02-01-2015,19:18:49,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Friday,6,January,1
280,117,peppr_salami_m,1,02-01-2015,19:23:02,16.5,16.5,Medium,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Friday,6,January,1
281,117,sicilian_l,1,02-01-2015,19:23:02,20.25,20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Friday,6,January,1
282,118,prsc_argla_l,1,02-01-2015,19:26:59,20.75,20.75,Large,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Friday,6,January,1
283,118,spinach_fet_s,1,02-01-2015,19:26:59,12,12,Regular,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Friday,6,January,1
284,119,four_cheese_m,1,02-01-2015,19:32:29,14.75,14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Friday,6,January,1
285,120,classic_dlx_s,1,02-01-2015,19:35:07,12,12,Regular,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Friday,6,January,1
286,120,hawaiian_s,1,02-01-2015,19:35:07,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Friday,6,January,1
287,120,spinach_fet_l,1,02-01-2015,19:35:07,20.25,20.25,Large,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Friday,6,January,1
288,121,bbq_ckn_m,1,02-01-2015,19:38:48,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Friday,6,January,1
289,121,four_cheese_l,1,02-01-2015,19:38:48,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Friday,6,January,1
290,121,sicilian_l,1,02-01-2015,19:38:48,20.25,20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Friday,6,January,1
291,121,southw_ckn_l,1,02-01-2015,19:38:48,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Friday,6,January,1
292,122,ital_supr_m,1,02-01-2015,19:50:19,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Friday,6,January,1
293,123,ital_cpcllo_s,1,02-01-2015,20:12:09,12,12,Regular,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Friday,6,January,1
294,124,bbq_ckn_s,1,02-01-2015,20:12:34,12.75,12.75,Regular,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Friday,6,January,1
295,124,sicilian_l,1,02-01-2015,20:12:34,20.25,20.25,Large,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Friday,6,January,1
296,124,spicy_ital_l,1,02-01-2015,20:12:34,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Friday,6,January,1
297,124,the_greek_s,1,02-01-2015,20:12:34,12,12,Regular,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Friday,6,January,1
298,125,the_greek_xl,1,02-01-2015,20:31:06,25.5,25.5,X-Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Friday,6,January,1
299,126,veggie_veg_l,1,02-01-2015,20:53:42,20.25,20.25,Large,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Friday,6,January,1
300,127,pepperoni_m,1,02-01-2015,20:58:23,12.5,12.5,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Friday,6,January,1
301,128,spicy_ital_s,1,02-01-2015,21:05:06,12.5,12.5,Regular,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Friday,6,January,1
302,129,big_meat_s,1,02-01-2015,21:13:02,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Friday,6,January,1
303,129,the_greek_m,1,02-01-2015,21:13:02,16,16,Medium,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Friday,6,January,1
304,130,hawaiian_s,1,02-01-2015,21:14:55,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Friday,6,January,1
305,130,ital_cpcllo_l,1,02-01-2015,21:14:55,20.5,20.5,Large,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Friday,6,January,1
306,130,mexicana_m,1,02-01-2015,21:14:55,16,16,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Friday,6,January,1
307,130,southw_ckn_s,1,02-01-2015,21:14:55,12.75,12.75,Regular,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Friday,6,January,1
308,131,ckn_pesto_l,1,02-01-2015,21:33:10,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Friday,6,January,1
309,131,five_cheese_l,1,02-01-2015,21:33:10,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Friday,6,January,1
310,131,green_garden_s,1,02-01-2015,21:33:10,12,12,Regular,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Friday,6,January,1
311,131,spinach_supr_s,1,02-01-2015,21:33:10,12.5,12.5,Regular,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Friday,6,January,1
312,132,pepperoni_s,1,02-01-2015,21:42:45,9.75,9.75,Regular,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Friday,6,January,1
313,133,bbq_ckn_l,1,02-01-2015,22:00:17,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Friday,6,January,1
314,133,hawaiian_l,1,02-01-2015,22:00:17,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Friday,6,January,1
315,133,the_greek_s,1,02-01-2015,22:00:17,12,12,Regular,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Friday,6,January,1
316,134,big_meat_s,1,02-01-2015,22:13:24,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Friday,6,January,1
317,134,southw_ckn_l,1,02-01-2015,22:13:24,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Friday,6,January,1
318,134,spinach_supr_s,1,02-01-2015,22:13:24,12.5,12.5,Regular,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Friday,6,January,1
319,135,veggie_veg_l,1,02-01-2015,22:29:34,20.25,20.25,Large,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Friday,6,January,1
320,136,five_cheese_l,1,02-01-2015,22:32:49,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Friday,6,January,1
321,136,peppr_salami_s,1,02-01-2015,22:32:49,12.5,12.5,Regular,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Friday,6,January,1
322,137,mediterraneo_l,1,03-01-2015,11:34:10,20.25,20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Saturday,7,January,1
323,137,pepperoni_s,1,03-01-2015,11:34:10,9.75,9.75,Regular,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Saturday,7,January,1
324,137,spicy_ital_m,1,03-01-2015,11:34:10,16.5,16.5,Medium,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Saturday,7,January,1
325,138,cali_ckn_m,1,03-01-2015,11:44:50,16.75,16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Saturday,7,January,1
326,138,four_cheese_l,1,03-01-2015,11:44:50,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Saturday,7,January,1
327,138,ital_veggie_l,1,03-01-2015,11:44:50,21,21,Large,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Saturday,7,January,1
328,138,sicilian_m,1,03-01-2015,11:44:50,16.25,16.25,Medium,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Saturday,7,January,1
329,139,five_cheese_l,1,03-01-2015,11:57:39,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Saturday,7,January,1
330,140,prsc_argla_s,1,03-01-2015,12:26:44,12.5,12.5,Regular,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Saturday,7,January,1
331,140,veggie_veg_m,1,03-01-2015,12:26:44,16,16,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Saturday,7,January,1
332,141,classic_dlx_m,1,03-01-2015,13:16:01,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Saturday,7,January,1
333,142,green_garden_m,1,03-01-2015,13:33:59,16,16,Medium,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Saturday,7,January,1
334,143,cali_ckn_s,1,03-01-2015,13:41:36,12.75,12.75,Regular,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Saturday,7,January,1
335,143,classic_dlx_s,1,03-01-2015,13:41:36,12,12,Regular,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Saturday,7,January,1
336,143,hawaiian_l,1,03-01-2015,13:41:36,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Saturday,7,January,1
337,143,mexicana_m,1,03-01-2015,13:41:36,16,16,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Saturday,7,January,1
338,143,pepperoni_l,1,03-01-2015,13:41:36,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Saturday,7,January,1
339,143,prsc_argla_s,1,03-01-2015,13:41:36,12.5,12.5,Regular,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Saturday,7,January,1
340,143,thai_ckn_l,1,03-01-2015,13:41:36,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Saturday,7,January,1
341,143,veggie_veg_m,1,03-01-2015,13:41:36,16,16,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Saturday,7,January,1
342,144,bbq_ckn_m,3,03-01-2015,13:44:28,16.75,50.25,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Saturday,7,January,1
343,144,big_meat_s,1,03-01-2015,13:44:28,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Saturday,7,January,1
344,144,cali_ckn_l,1,03-01-2015,13:44:28,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Saturday,7,January,1
345,144,ckn_pesto_m,1,03-01-2015,13:44:28,16.75,16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Saturday,7,January,1
346,144,five_cheese_l,1,03-01-2015,13:44:28,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Saturday,7,January,1
347,144,four_cheese_l,1,03-01-2015,13:44:28,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Saturday,7,January,1
348,144,pep_msh_pep_s,1,03-01-2015,13:44:28,11,11,Regular,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Saturday,7,January,1
349,144,southw_ckn_l,1,03-01-2015,13:44:28,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Saturday,7,January,1
350,144,southw_ckn_s,1,03-01-2015,13:44:28,12.75,12.75,Regular,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Saturday,7,January,1
351,144,spicy_ital_l,1,03-01-2015,13:44:28,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Saturday,7,January,1
352,144,thai_ckn_m,1,03-01-2015,13:44:28,16.75,16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Saturday,7,January,1
353,144,veggie_veg_l,1,03-01-2015,13:44:28,20.25,20.25,Large,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Saturday,7,January,1
354,145,the_greek_s,1,03-01-2015,13:53:48,12,12,Regular,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Saturday,7,January,1
355,146,cali_ckn_l,1,03-01-2015,14:22:10,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Saturday,7,January,1
356,146,four_cheese_m,1,03-01-2015,14:22:10,14.75,14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Saturday,7,January,1
357,146,hawaiian_m,1,03-01-2015,14:22:10,13.25,13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Saturday,7,January,1
358,147,the_greek_xl,1,03-01-2015,14:32:51,25.5,25.5,X-Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Saturday,7,January,1
359,148,mediterraneo_s,1,03-01-2015,14:40:42,12,12,Regular,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Saturday,7,January,1
360,149,spinach_fet_m,1,03-01-2015,14:48:45,16,16,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Saturday,7,January,1
361,150,pepperoni_m,1,03-01-2015,14:49:58,12.5,12.5,Medium,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Saturday,7,January,1
362,151,southw_ckn_l,1,03-01-2015,15:09:34,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Saturday,7,January,1
363,151,spinach_supr_s,1,03-01-2015,15:09:34,12.5,12.5,Regular,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Saturday,7,January,1
364,152,hawaiian_s,1,03-01-2015,15:09:42,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Saturday,7,January,1
365,152,spinach_fet_l,1,03-01-2015,15:09:42,20.25,20.25,Large,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Saturday,7,January,1
366,152,thai_ckn_s,1,03-01-2015,15:09:42,12.75,12.75,Regular,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Saturday,7,January,1
367,152,the_greek_m,1,03-01-2015,15:09:42,16,16,Medium,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Saturday,7,January,1
368,153,mexicana_m,1,03-01-2015,15:16:34,16,16,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Saturday,7,January,1
369,154,prsc_argla_s,1,03-01-2015,15:22:43,12.5,12.5,Regular,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Saturday,7,January,1
370,155,ckn_pesto_s,1,03-01-2015,15:28:59,12.75,12.75,Regular,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Saturday,7,January,1
371,155,napolitana_l,1,03-01-2015,15:28:59,20.5,20.5,Large,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Saturday,7,January,1
372,155,pepperoni_l,1,03-01-2015,15:28:59,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Saturday,7,January,1
373,155,peppr_salami_l,1,03-01-2015,15:28:59,20.75,20.75,Large,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Saturday,7,January,1
374,156,napolitana_m,1,03-01-2015,15:42:19,16,16,Medium,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Saturday,7,January,1
375,156,thai_ckn_l,1,03-01-2015,15:42:19,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Saturday,7,January,1
376,157,ital_supr_l,1,03-01-2015,15:43:03,20.75,20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Saturday,7,January,1
377,157,mediterraneo_m,1,03-01-2015,15:43:03,16,16,Medium,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Saturday,7,January,1
